sdc_event_id,superevent_id,model_id,model_filepath,gcn_filepath,timestamp_utc,distance_mpc,z,pointings
1913,GW301207e,713,gammapy_models/GW301207e_catO5_713_gammapy.fits,GCNs/GW301207e_GCN.json,2030-12-07 17:15:21.505270,727.0,0.148,[]
1914,GW301208a,357,gammapy_models/GW301208a_catO5_357_gammapy.fits,GCNs/GW301208a_GCN.json,2030-12-08 03:38:43.485068,394.0,0.084,[]
1915,GW301209a,1680,gammapy_models/GW301209a_catO5_1680_gammapy.fits,GCNs/GW301209a_GCN.json,2030-12-09 03:32:00.180593,8010.0,1.143,[]
1916,GW301209b,645,gammapy_models/GW301209b_catO5_645_gammapy.fits,GCNs/GW301209b_GCN.json,2030-12-09 21:25:17.706990,7540.0,1.089,[]
1917,GW301209c,1997,gammapy_models/GW301209c_catO5_1997_gammapy.fits,GCNs/GW301209c_GCN.json,2030-12-09 22:17:57.971846,432.0,0.091,[]
1918,GW301211a,1483,gammapy_models/GW301211a_catO5_1483_gammapy.fits,GCNs/GW301211a_GCN.json,2030-12-11 02:54:14.193614,245.0,0.053,[]
1919,GW301211b,1376,gammapy_models/GW301211b_catO5_1376_gammapy.fits,GCNs/GW301211b_GCN.json,2030-12-11 11:13:21.070767,255.0,0.055,[]
1920,GW301211c,1891,gammapy_models/GW301211c_catO5_1891_gammapy.fits,GCNs/GW301211c_GCN.json,2030-12-11 12:10:26.618299,7000.0,1.025,[]
1921,GW301212a,1554,gammapy_models/GW301212a_catO5_1554_gammapy.fits,GCNs/GW301212a_GCN.json,2030-12-12 03:28:25.289097,975.0,0.193,[]
1922,GW301212b,1836,gammapy_models/GW301212b_catO5_1836_gammapy.fits,GCNs/GW301212b_GCN.json,2030-12-12 03:31:23.400916,194.0,0.042,[]
1923,GW301212c,2226,gammapy_models/GW301212c_catO5_2226_gammapy.fits,GCNs/GW301212c_GCN.json,2030-12-12 17:16:05.796384,285.0,0.061,[]
1924,GW301213a,1275,gammapy_models/GW301213a_catO5_1275_gammapy.fits,GCNs/GW301213a_GCN.json,2030-12-13 01:31:59.445443,603.0,0.125,[]
1925,GW301213b,219,gammapy_models/GW301213b_catO5_219_gammapy.fits,GCNs/GW301213b_GCN.json,2030-12-13 19:56:21.013563,618.0,0.128,[]
1926,GW301214a,2125,gammapy_models/GW301214a_catO5_2125_gammapy.fits,GCNs/GW301214a_GCN.json,2030-12-14 01:17:31.952631,909.0,0.182,[]
1927,GW301214b,618,gammapy_models/GW301214b_catO5_618_gammapy.fits,GCNs/GW301214b_GCN.json,2030-12-14 10:01:38.776079,199.0,0.043,[]
1928,GW301214c,1804,gammapy_models/GW301214c_catO5_1804_gammapy.fits,GCNs/GW301214c_GCN.json,2030-12-14 10:11:45.331395,651.0,0.134,[]
1929,GW301214d,291,gammapy_models/GW301214d_catO5_291_gammapy.fits,GCNs/GW301214d_GCN.json,2030-12-14 14:24:02.134964,295.0,0.064,[]
1930,GW301215a,1551,gammapy_models/GW301215a_catO5_1551_gammapy.fits,GCNs/GW301215a_GCN.json,2030-12-15 04:03:18.663604,1580.0,0.296,[]
1931,GW301216a,601,gammapy_models/GW301216a_catO5_601_gammapy.fits,GCNs/GW301216a_GCN.json,2030-12-16 16:01:37.874965,402.0,0.085,[]
1932,GW301216b,2186,gammapy_models/GW301216b_catO5_2186_gammapy.fits,GCNs/GW301216b_GCN.json,2030-12-16 16:06:14.437919,269.0,0.058,[]
1933,GW301216c,239,gammapy_models/GW301216c_catO5_239_gammapy.fits,GCNs/GW301216c_GCN.json,2030-12-16 18:34:08.451322,790.0,0.16,[]
1934,GW301217a,663,gammapy_models/GW301217a_catO5_663_gammapy.fits,GCNs/GW301217a_GCN.json,2030-12-17 08:38:50.367855,390.0,0.083,[]
1935,GW301217b,1953,gammapy_models/GW301217b_catO5_1953_gammapy.fits,GCNs/GW301217b_GCN.json,2030-12-17 13:27:55.870318,446.0,0.094,[]
1936,GW301217c,919,gammapy_models/GW301217c_catO5_919_gammapy.fits,GCNs/GW301217c_GCN.json,2030-12-17 19:55:30.386708,609.0,0.126,[]
1937,GW301219a,778,gammapy_models/GW301219a_catO5_778_gammapy.fits,GCNs/GW301219a_GCN.json,2030-12-19 00:36:06.454194,1170.0,0.228,[]
1938,GW301219b,1373,gammapy_models/GW301219b_catO5_1373_gammapy.fits,GCNs/GW301219b_GCN.json,2030-12-19 05:05:30.612313,567.0,0.118,[]
1939,GW301219c,2201,gammapy_models/GW301219c_catO5_2201_gammapy.fits,GCNs/GW301219c_GCN.json,2030-12-19 08:35:47.346763,581.0,0.12,[]
1940,GW301219d,1424,gammapy_models/GW301219d_catO5_1424_gammapy.fits,GCNs/GW301219d_GCN.json,2030-12-19 12:34:53.900463,565.0,0.117,[]
1941,GW301220a,2253,gammapy_models/GW301220a_catO5_2253_gammapy.fits,GCNs/GW301220a_GCN.json,2030-12-20 19:56:31.978706,361.0,0.077,[]
1942,GW301221a,695,gammapy_models/GW301221a_catO5_695_gammapy.fits,GCNs/GW301221a_GCN.json,2030-12-21 02:22:08.168388,604.0,0.125,[]
1943,GW301221b,912,gammapy_models/GW301221b_catO5_912_gammapy.fits,GCNs/GW301221b_GCN.json,2030-12-21 08:21:06.372323,266.0,0.058,[]
1944,GW301221c,1465,gammapy_models/GW301221c_catO5_1465_gammapy.fits,GCNs/GW301221c_GCN.json,2030-12-21 09:27:38.501279,1140.0,0.222,[]
1945,GW301221d,491,gammapy_models/GW301221d_catO5_491_gammapy.fits,GCNs/GW301221d_GCN.json,2030-12-21 11:15:00.774007,434.0,0.092,[]
1946,GW301221e,723,gammapy_models/GW301221e_catO5_723_gammapy.fits,GCNs/GW301221e_GCN.json,2030-12-21 14:14:50.621035,610.0,0.126,[]
1947,GW301222a,906,gammapy_models/GW301222a_catO5_906_gammapy.fits,GCNs/GW301222a_GCN.json,2030-12-22 04:21:33.919397,991.0,0.196,[]
1948,GW301222b,537,gammapy_models/GW301222b_catO5_537_gammapy.fits,GCNs/GW301222b_GCN.json,2030-12-22 06:27:33.465869,356.0,0.076,[]
1949,GW301222c,1200,gammapy_models/GW301222c_catO5_1200_gammapy.fits,GCNs/GW301222c_GCN.json,2030-12-22 09:59:49.762221,424.0,0.09,[]
1950,GW301222d,1563,gammapy_models/GW301222d_catO5_1563_gammapy.fits,GCNs/GW301222d_GCN.json,2030-12-22 12:46:01.502025,1070.0,0.21,[]
1951,GW301222e,663,gammapy_models/GW301222e_catO5_663_gammapy.fits,GCNs/GW301222e_GCN.json,2030-12-22 12:55:04.298320,390.0,0.083,[]
1952,GW301223a,1400,gammapy_models/GW301223a_catO5_1400_gammapy.fits,GCNs/GW301223a_GCN.json,2030-12-23 03:57:17.505388,1690.0,0.314,[]
1953,GW301223b,64,gammapy_models/GW301223b_catO5_64_gammapy.fits,GCNs/GW301223b_GCN.json,2030-12-23 05:21:46.014319,784.0,0.159,[]
1954,GW301223c,1385,gammapy_models/GW301223c_catO5_1385_gammapy.fits,GCNs/GW301223c_GCN.json,2030-12-23 07:57:05.183138,1050.0,0.207,[]
1955,GW301223d,877,gammapy_models/GW301223d_catO5_877_gammapy.fits,GCNs/GW301223d_GCN.json,2030-12-23 15:57:07.186584,514.0,0.107,[]
1956,GW301224a,1477,gammapy_models/GW301224a_catO5_1477_gammapy.fits,GCNs/GW301224a_GCN.json,2030-12-24 07:43:11.063638,607.0,0.125,[]
1957,GW301224b,1331,gammapy_models/GW301224b_catO5_1331_gammapy.fits,GCNs/GW301224b_GCN.json,2030-12-24 21:45:00.580211,423.0,0.09,[]
1958,GW301225a,774,gammapy_models/GW301225a_catO5_774_gammapy.fits,GCNs/GW301225a_GCN.json,2030-12-25 03:22:58.375952,11100.0,1.49,[]
1959,GW301227a,1396,gammapy_models/GW301227a_catO5_1396_gammapy.fits,GCNs/GW301227a_GCN.json,2030-12-27 09:21:29.104977,688.0,0.141,[]
1960,GW301227b,1469,gammapy_models/GW301227b_catO5_1469_gammapy.fits,GCNs/GW301227b_GCN.json,2030-12-27 18:52:01.166977,621.0,0.128,[]
1961,GW301228a,1731,gammapy_models/GW301228a_catO5_1731_gammapy.fits,GCNs/GW301228a_GCN.json,2030-12-28 05:17:15.347502,302.0,0.065,[]
1962,GW301228b,1839,gammapy_models/GW301228b_catO5_1839_gammapy.fits,GCNs/GW301228b_GCN.json,2030-12-28 15:22:05.600362,497.0,0.104,[]
1963,GW301229a,856,gammapy_models/GW301229a_catO5_856_gammapy.fits,GCNs/GW301229a_GCN.json,2030-12-29 09:27:13.913990,1860.0,0.341,[]
1964,GW301229b,1816,gammapy_models/GW301229b_catO5_1816_gammapy.fits,GCNs/GW301229b_GCN.json,2030-12-29 09:46:34.985403,431.0,0.091,[]
1965,GW301229c,133,gammapy_models/GW301229c_catO5_133_gammapy.fits,GCNs/GW301229c_GCN.json,2030-12-29 20:09:07.482227,577.0,0.12,[]
1966,GW301229d,1077,gammapy_models/GW301229d_catO5_1077_gammapy.fits,GCNs/GW301229d_GCN.json,2030-12-29 23:16:12.599650,804.0,0.162,[]
1967,GW301231a,1850,gammapy_models/GW301231a_catO5_1850_gammapy.fits,GCNs/GW301231a_GCN.json,2030-12-31 05:06:55.030316,1040.0,0.205,[]
1968,GW301231b,1624,gammapy_models/GW301231b_catO5_1624_gammapy.fits,GCNs/GW301231b_GCN.json,2030-12-31 19:36:19.123037,1070.0,0.21,[]
1969,GW301231c,315,gammapy_models/GW301231c_catO5_315_gammapy.fits,GCNs/GW301231c_GCN.json,2030-12-31 22:57:21.232786,733.0,0.149,[]
1970,GW310101a,2037,gammapy_models/GW310101a_catO5_2037_gammapy.fits,GCNs/GW310101a_GCN.json,2031-01-01 23:54:41.553987,706.0,0.144,[]
1971,GW310102a,1001,gammapy_models/GW310102a_catO5_1001_gammapy.fits,GCNs/GW310102a_GCN.json,2031-01-02 00:24:51.605311,787.0,0.159,[]
1972,GW310102b,1521,gammapy_models/GW310102b_catO5_1521_gammapy.fits,GCNs/GW310102b_GCN.json,2031-01-02 06:19:15.003363,1040.0,0.205,[]
1973,GW310103a,431,gammapy_models/GW310103a_catO5_431_gammapy.fits,GCNs/GW310103a_GCN.json,2031-01-03 07:21:25.405307,796.0,0.161,[]
1974,GW310103b,1158,gammapy_models/GW310103b_catO5_1158_gammapy.fits,GCNs/GW310103b_GCN.json,2031-01-03 17:15:15.837037,988.0,0.196,[]
1975,GW310103c,2268,gammapy_models/GW310103c_catO5_2268_gammapy.fits,GCNs/GW310103c_GCN.json,2031-01-03 19:21:15.132719,13300.0,1.726,[]
1976,GW310103d,1934,gammapy_models/GW310103d_catO5_1934_gammapy.fits,GCNs/GW310103d_GCN.json,2031-01-03 23:12:46.417021,357.0,0.076,[]
1977,GW310104a,1467,gammapy_models/GW310104a_catO5_1467_gammapy.fits,GCNs/GW310104a_GCN.json,2031-01-04 19:25:32.392183,1580.0,0.296,[]
1978,GW310104b,1804,gammapy_models/GW310104b_catO5_1804_gammapy.fits,GCNs/GW310104b_GCN.json,2031-01-04 20:54:41.494888,651.0,0.134,[]
1979,GW310107a,1080,gammapy_models/GW310107a_catO5_1080_gammapy.fits,GCNs/GW310107a_GCN.json,2031-01-07 01:38:52.819679,519.0,0.108,[]
1980,GW310107b,1581,gammapy_models/GW310107b_catO5_1581_gammapy.fits,GCNs/GW310107b_GCN.json,2031-01-07 03:56:35.256963,477.0,0.1,[]
1981,GW310108a,2243,gammapy_models/GW310108a_catO5_2243_gammapy.fits,GCNs/GW310108a_GCN.json,2031-01-08 12:58:50.798007,816.0,0.165,[]
1982,GW310108b,2222,gammapy_models/GW310108b_catO5_2222_gammapy.fits,GCNs/GW310108b_GCN.json,2031-01-08 20:06:46.382315,231.0,0.05,[]
1983,GW310109a,1819,gammapy_models/GW310109a_catO5_1819_gammapy.fits,GCNs/GW310109a_GCN.json,2031-01-09 18:17:27.466352,760.0,0.154,[]
1984,GW310109b,1801,gammapy_models/GW310109b_catO5_1801_gammapy.fits,GCNs/GW310109b_GCN.json,2031-01-09 23:46:36.144066,786.0,0.159,[]
1985,GW310110a,1341,gammapy_models/GW310110a_catO5_1341_gammapy.fits,GCNs/GW310110a_GCN.json,2031-01-10 02:06:17.302525,554.0,0.115,[]
1986,GW310110b,606,gammapy_models/GW310110b_catO5_606_gammapy.fits,GCNs/GW310110b_GCN.json,2031-01-10 14:10:51.569173,416.0,0.088,[]
1987,GW310111a,1870,gammapy_models/GW310111a_catO5_1870_gammapy.fits,GCNs/GW310111a_GCN.json,2031-01-11 15:27:57.439488,5110.0,0.793,[]
1988,GW310111b,80,gammapy_models/GW310111b_catO5_80_gammapy.fits,GCNs/GW310111b_GCN.json,2031-01-11 17:22:22.975872,935.0,0.186,[]
1989,GW310112a,207,gammapy_models/GW310112a_catO5_207_gammapy.fits,GCNs/GW310112a_GCN.json,2031-01-12 03:21:37.080506,217.0,0.047,[]
1990,GW310112b,754,gammapy_models/GW310112b_catO5_754_gammapy.fits,GCNs/GW310112b_GCN.json,2031-01-12 13:31:45.084160,1190.0,0.231,[]
1991,GW310113a,1030,gammapy_models/GW310113a_catO5_1030_gammapy.fits,GCNs/GW310113a_GCN.json,2031-01-13 13:38:27.151093,911.0,0.182,[]
1992,GW310113b,2183,gammapy_models/GW310113b_catO5_2183_gammapy.fits,GCNs/GW310113b_GCN.json,2031-01-13 17:12:26.651300,869.0,0.174,[]
1993,GW310114a,1966,gammapy_models/GW310114a_catO5_1966_gammapy.fits,GCNs/GW310114a_GCN.json,2031-01-14 06:19:03.856143,655.0,0.135,[]
1994,GW310114b,523,gammapy_models/GW310114b_catO5_523_gammapy.fits,GCNs/GW310114b_GCN.json,2031-01-14 09:37:30.069304,983.0,0.195,[]
1995,GW310115a,1038,gammapy_models/GW310115a_catO5_1038_gammapy.fits,GCNs/GW310115a_GCN.json,2031-01-15 06:18:24.454809,1370.0,0.262,[]
1996,GW310115b,1718,gammapy_models/GW310115b_catO5_1718_gammapy.fits,GCNs/GW310115b_GCN.json,2031-01-15 16:54:44.867721,480.0,0.101,[]
1997,GW310115c,2163,gammapy_models/GW310115c_catO5_2163_gammapy.fits,GCNs/GW310115c_GCN.json,2031-01-15 23:22:15.668875,212.0,0.046,[]
1998,GW310116a,1085,gammapy_models/GW310116a_catO5_1085_gammapy.fits,GCNs/GW310116a_GCN.json,2031-01-16 05:48:16.646750,389.0,0.083,[]
1999,GW310116b,1246,gammapy_models/GW310116b_catO5_1246_gammapy.fits,GCNs/GW310116b_GCN.json,2031-01-16 21:31:55.412484,1050.0,0.207,[]
2000,GW310117a,2055,gammapy_models/GW310117a_catO5_2055_gammapy.fits,GCNs/GW310117a_GCN.json,2031-01-17 05:42:14.313089,992.0,0.196,[]
2001,GW310117b,1015,gammapy_models/GW310117b_catO5_1015_gammapy.fits,GCNs/GW310117b_GCN.json,2031-01-17 17:35:44.312834,1700.0,0.316,[]
2002,GW310118a,1067,gammapy_models/GW310118a_catO5_1067_gammapy.fits,GCNs/GW310118a_GCN.json,2031-01-18 02:07:37.542916,785.0,0.159,[]
2003,GW310118b,2295,gammapy_models/GW310118b_catO5_2295_gammapy.fits,GCNs/GW310118b_GCN.json,2031-01-18 10:39:31.263888,546.0,0.114,[]
2004,GW310118c,2013,gammapy_models/GW310118c_catO5_2013_gammapy.fits,GCNs/GW310118c_GCN.json,2031-01-18 14:14:45.085070,457.0,0.096,[]
2005,GW310118d,2101,gammapy_models/GW310118d_catO5_2101_gammapy.fits,GCNs/GW310118d_GCN.json,2031-01-18 19:53:54.995335,651.0,0.134,[]
2006,GW310119a,354,gammapy_models/GW310119a_catO5_354_gammapy.fits,GCNs/GW310119a_GCN.json,2031-01-19 22:04:43.026174,698.0,0.143,[]
2007,GW310120a,906,gammapy_models/GW310120a_catO5_906_gammapy.fits,GCNs/GW310120a_GCN.json,2031-01-20 11:16:51.422839,991.0,0.196,[]
2008,GW310120b,765,gammapy_models/GW310120b_catO5_765_gammapy.fits,GCNs/GW310120b_GCN.json,2031-01-20 11:41:11.431304,1030.0,0.203,[]
2009,GW310120c,1416,gammapy_models/GW310120c_catO5_1416_gammapy.fits,GCNs/GW310120c_GCN.json,2031-01-20 23:00:52.340839,628.0,0.129,[]
2010,GW310121a,1107,gammapy_models/GW310121a_catO5_1107_gammapy.fits,GCNs/GW310121a_GCN.json,2031-01-21 03:00:42.622637,1370.0,0.262,[]
2011,GW310123a,1914,gammapy_models/GW310123a_catO5_1914_gammapy.fits,GCNs/GW310123a_GCN.json,2031-01-23 15:15:05.989196,1360.0,0.26,[]
2012,GW310123b,1576,gammapy_models/GW310123b_catO5_1576_gammapy.fits,GCNs/GW310123b_GCN.json,2031-01-23 18:17:16.843544,5510.0,0.844,[]
2013,GW310124a,313,gammapy_models/GW310124a_catO5_313_gammapy.fits,GCNs/GW310124a_GCN.json,2031-01-24 08:07:11.849694,624.0,0.129,[]
2014,GW310125a,1602,gammapy_models/GW310125a_catO5_1602_gammapy.fits,GCNs/GW310125a_GCN.json,2031-01-25 09:18:54.937593,704.0,0.144,[]
2015,GW310125b,1938,gammapy_models/GW310125b_catO5_1938_gammapy.fits,GCNs/GW310125b_GCN.json,2031-01-25 20:10:19.279224,503.0,0.105,[]
2016,GW310127a,1860,gammapy_models/GW310127a_catO5_1860_gammapy.fits,GCNs/GW310127a_GCN.json,2031-01-27 05:11:00.468275,620.0,0.128,[]
2017,GW310127b,1188,gammapy_models/GW310127b_catO5_1188_gammapy.fits,GCNs/GW310127b_GCN.json,2031-01-27 16:23:32.942185,385.0,0.082,[]
2018,GW310127c,1474,gammapy_models/GW310127c_catO5_1474_gammapy.fits,GCNs/GW310127c_GCN.json,2031-01-27 16:27:53.319638,673.0,0.138,[]
2019,GW310127d,974,gammapy_models/GW310127d_catO5_974_gammapy.fits,GCNs/GW310127d_GCN.json,2031-01-27 17:47:31.987757,618.0,0.128,[]
2020,GW310127e,870,gammapy_models/GW310127e_catO5_870_gammapy.fits,GCNs/GW310127e_GCN.json,2031-01-27 18:58:55.306496,426.0,0.09,[]
2021,GW310128a,1028,gammapy_models/GW310128a_catO5_1028_gammapy.fits,GCNs/GW310128a_GCN.json,2031-01-28 04:34:11.766706,309.0,0.066,[]
2022,GW310128b,760,gammapy_models/GW310128b_catO5_760_gammapy.fits,GCNs/GW310128b_GCN.json,2031-01-28 11:04:47.254192,517.0,0.108,[]
2023,GW310128c,2112,gammapy_models/GW310128c_catO5_2112_gammapy.fits,GCNs/GW310128c_GCN.json,2031-01-28 11:18:23.795260,437.0,0.092,[]
2024,GW310128d,2228,gammapy_models/GW310128d_catO5_2228_gammapy.fits,GCNs/GW310128d_GCN.json,2031-01-28 19:29:18.700384,1200.0,0.233,[]
2025,GW310128e,1763,gammapy_models/GW310128e_catO5_1763_gammapy.fits,GCNs/GW310128e_GCN.json,2031-01-28 20:59:27.571862,11800.0,1.566,[]
2026,GW310130a,212,gammapy_models/GW310130a_catO5_212_gammapy.fits,GCNs/GW310130a_GCN.json,2031-01-30 14:41:09.475080,289.0,0.062,[]
2027,GW310131a,2199,gammapy_models/GW310131a_catO5_2199_gammapy.fits,GCNs/GW310131a_GCN.json,2031-01-31 01:03:24.892785,249.0,0.054,[]
2028,GW310131b,1024,gammapy_models/GW310131b_catO5_1024_gammapy.fits,GCNs/GW310131b_GCN.json,2031-01-31 18:26:33.047696,483.0,0.101,[]
2029,GW310201a,1722,gammapy_models/GW310201a_catO5_1722_gammapy.fits,GCNs/GW310201a_GCN.json,2031-02-01 05:03:30.246866,430.0,0.091,[]
2030,GW310201b,1360,gammapy_models/GW310201b_catO5_1360_gammapy.fits,GCNs/GW310201b_GCN.json,2031-02-01 19:33:29.679300,501.0,0.105,[]
2031,GW310202a,483,gammapy_models/GW310202a_catO5_483_gammapy.fits,GCNs/GW310202a_GCN.json,2031-02-02 15:16:39.664185,153.0,0.034,[]
2032,GW310203a,176,gammapy_models/GW310203a_catO5_176_gammapy.fits,GCNs/GW310203a_GCN.json,2031-02-03 00:56:26.894891,953.0,0.189,[]
2033,GW310203b,1830,gammapy_models/GW310203b_catO5_1830_gammapy.fits,GCNs/GW310203b_GCN.json,2031-02-03 12:08:28.337058,634.0,0.131,[]
2034,GW310204a,2229,gammapy_models/GW310204a_catO5_2229_gammapy.fits,GCNs/GW310204a_GCN.json,2031-02-04 03:32:11.676291,631.0,0.13,[]
2035,GW310204b,1727,gammapy_models/GW310204b_catO5_1727_gammapy.fits,GCNs/GW310204b_GCN.json,2031-02-04 09:03:45.716803,701.0,0.143,[]
2036,GW310204c,1117,gammapy_models/GW310204c_catO5_1117_gammapy.fits,GCNs/GW310204c_GCN.json,2031-02-04 11:44:21.194115,823.0,0.166,[]
2037,GW310205a,383,gammapy_models/GW310205a_catO5_383_gammapy.fits,GCNs/GW310205a_GCN.json,2031-02-05 05:05:27.198868,1330.0,0.255,[]
2038,GW310205b,1619,gammapy_models/GW310205b_catO5_1619_gammapy.fits,GCNs/GW310205b_GCN.json,2031-02-05 07:02:12.780891,319.0,0.068,[]
2039,GW310205c,2133,gammapy_models/GW310205c_catO5_2133_gammapy.fits,GCNs/GW310205c_GCN.json,2031-02-05 17:51:29.575880,1090.0,0.214,[]
2040,GW310205d,1912,gammapy_models/GW310205d_catO5_1912_gammapy.fits,GCNs/GW310205d_GCN.json,2031-02-05 21:10:54.440559,695.0,0.142,[]
2041,GW310205e,1729,gammapy_models/GW310205e_catO5_1729_gammapy.fits,GCNs/GW310205e_GCN.json,2031-02-05 21:17:20.309079,397.0,0.084,[]
2042,GW310206a,1414,gammapy_models/GW310206a_catO5_1414_gammapy.fits,GCNs/GW310206a_GCN.json,2031-02-06 10:01:38.209456,883.0,0.177,[]
2043,GW310206b,177,gammapy_models/GW310206b_catO5_177_gammapy.fits,GCNs/GW310206b_GCN.json,2031-02-06 14:53:56.282968,777.0,0.157,[]
2044,GW310206c,342,gammapy_models/GW310206c_catO5_342_gammapy.fits,GCNs/GW310206c_GCN.json,2031-02-06 20:36:18.011425,1050.0,0.207,[]
2045,GW310207a,1541,gammapy_models/GW310207a_catO5_1541_gammapy.fits,GCNs/GW310207a_GCN.json,2031-02-07 01:18:14.842702,667.0,0.137,[]
2046,GW310209a,1395,gammapy_models/GW310209a_catO5_1395_gammapy.fits,GCNs/GW310209a_GCN.json,2031-02-09 02:15:45.847050,529.0,0.11,[]
2047,GW310209b,759,gammapy_models/GW310209b_catO5_759_gammapy.fits,GCNs/GW310209b_GCN.json,2031-02-09 14:51:43.341232,1160.0,0.226,[]
2048,GW310210a,1973,gammapy_models/GW310210a_catO5_1973_gammapy.fits,GCNs/GW310210a_GCN.json,2031-02-10 12:02:26.118504,243.0,0.053,[]
2049,GW310210b,1174,gammapy_models/GW310210b_catO5_1174_gammapy.fits,GCNs/GW310210b_GCN.json,2031-02-10 20:33:34.946554,204.0,0.045,[]
2050,GW310211a,359,gammapy_models/GW310211a_catO5_359_gammapy.fits,GCNs/GW310211a_GCN.json,2031-02-11 17:14:48.897709,1320.0,0.253,[]
2051,GW310212a,556,gammapy_models/GW310212a_catO5_556_gammapy.fits,GCNs/GW310212a_GCN.json,2031-02-12 02:46:15.573297,998.0,0.197,[]
2052,GW310212b,1191,gammapy_models/GW310212b_catO5_1191_gammapy.fits,GCNs/GW310212b_GCN.json,2031-02-12 04:04:23.444767,450.0,0.095,[]
2053,GW310212c,1845,gammapy_models/GW310212c_catO5_1845_gammapy.fits,GCNs/GW310212c_GCN.json,2031-02-12 10:46:11.048806,786.0,0.159,[]
2054,GW310213a,2292,gammapy_models/GW310213a_catO5_2292_gammapy.fits,GCNs/GW310213a_GCN.json,2031-02-13 15:46:18.497506,770.0,0.156,[]
2055,GW310214a,1135,gammapy_models/GW310214a_catO5_1135_gammapy.fits,GCNs/GW310214a_GCN.json,2031-02-14 04:36:59.972487,695.0,0.142,[]
2056,GW310214b,512,gammapy_models/GW310214b_catO5_512_gammapy.fits,GCNs/GW310214b_GCN.json,2031-02-14 16:09:11.039171,361.0,0.077,[]
2057,GW310215a,1463,gammapy_models/GW310215a_catO5_1463_gammapy.fits,GCNs/GW310215a_GCN.json,2031-02-15 00:27:39.136218,811.0,0.164,[]
2058,GW310216a,395,gammapy_models/GW310216a_catO5_395_gammapy.fits,GCNs/GW310216a_GCN.json,2031-02-16 19:12:48.166521,328.0,0.07,[]
2059,GW310218a,148,gammapy_models/GW310218a_catO5_148_gammapy.fits,GCNs/GW310218a_GCN.json,2031-02-18 07:30:30.178605,1450.0,0.275,[]
2060,GW310218b,844,gammapy_models/GW310218b_catO5_844_gammapy.fits,GCNs/GW310218b_GCN.json,2031-02-18 15:52:47.160055,1400.0,0.267,[]
2061,GW310218c,1003,gammapy_models/GW310218c_catO5_1003_gammapy.fits,GCNs/GW310218c_GCN.json,2031-02-18 22:32:34.662941,689.0,0.141,[]
2062,GW310219a,2085,gammapy_models/GW310219a_catO5_2085_gammapy.fits,GCNs/GW310219a_GCN.json,2031-02-19 01:41:16.453095,882.0,0.177,[]
2063,GW310219b,1738,gammapy_models/GW310219b_catO5_1738_gammapy.fits,GCNs/GW310219b_GCN.json,2031-02-19 20:00:12.439313,653.0,0.134,[]
2064,GW310220a,1672,gammapy_models/GW310220a_catO5_1672_gammapy.fits,GCNs/GW310220a_GCN.json,2031-02-20 01:38:56.135397,1520.0,0.287,[]
2065,GW310221a,989,gammapy_models/GW310221a_catO5_989_gammapy.fits,GCNs/GW310221a_GCN.json,2031-02-21 03:08:51.243634,383.0,0.081,[]
2066,GW310221b,2086,gammapy_models/GW310221b_catO5_2086_gammapy.fits,GCNs/GW310221b_GCN.json,2031-02-21 07:24:56.570458,473.0,0.099,[]
2067,GW310223a,1307,gammapy_models/GW310223a_catO5_1307_gammapy.fits,GCNs/GW310223a_GCN.json,2031-02-23 06:14:19.838451,587.0,0.122,[]
2068,GW310223b,868,gammapy_models/GW310223b_catO5_868_gammapy.fits,GCNs/GW310223b_GCN.json,2031-02-23 14:33:02.244442,848.0,0.17,[]
2069,GW310225a,1709,gammapy_models/GW310225a_catO5_1709_gammapy.fits,GCNs/GW310225a_GCN.json,2031-02-25 00:20:24.033823,216.0,0.047,[]
2070,GW310225b,1613,gammapy_models/GW310225b_catO5_1613_gammapy.fits,GCNs/GW310225b_GCN.json,2031-02-25 01:43:07.279495,473.0,0.099,[]
2071,GW310225c,1111,gammapy_models/GW310225c_catO5_1111_gammapy.fits,GCNs/GW310225c_GCN.json,2031-02-25 01:52:20.929476,495.0,0.104,[]
2072,GW310225d,1697,gammapy_models/GW310225d_catO5_1697_gammapy.fits,GCNs/GW310225d_GCN.json,2031-02-25 02:11:06.875573,567.0,0.118,[]
2073,GW310225e,1057,gammapy_models/GW310225e_catO5_1057_gammapy.fits,GCNs/GW310225e_GCN.json,2031-02-25 02:25:47.224845,1350.0,0.258,[]
2074,GW310226a,2138,gammapy_models/GW310226a_catO5_2138_gammapy.fits,GCNs/GW310226a_GCN.json,2031-02-26 01:24:53.710570,189.0,0.041,[]
2075,GW310226b,1000,gammapy_models/GW310226b_catO5_1000_gammapy.fits,GCNs/GW310226b_GCN.json,2031-02-26 04:24:41.391182,830.0,0.167,[]
2076,GW310226c,1905,gammapy_models/GW310226c_catO5_1905_gammapy.fits,GCNs/GW310226c_GCN.json,2031-02-26 11:28:57.240049,4580.0,0.725,[]
2077,GW310226d,1434,gammapy_models/GW310226d_catO5_1434_gammapy.fits,GCNs/GW310226d_GCN.json,2031-02-26 12:25:11.762884,339.0,0.073,[]
2078,GW310227a,267,gammapy_models/GW310227a_catO5_267_gammapy.fits,GCNs/GW310227a_GCN.json,2031-02-27 17:38:10.880240,1130.0,0.221,[]
